cn_id,split,hateSpeech,counterSpeech,cs_keywords_score,cs_keywords_frequency,sorted_cs_keywords,hs_keywords,hs_keywords_score,hs_keywords_frequency,sorted_hs_keywords,sorted_generated_cn_keywords,generated_cn_keywords
FRT1ST0022HS0014CN000702T1,train,Muslims are all terrorists.,This is a wrong subjective generalization.,1260,1,wrong subjective generalization',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000704T1,train,Muslims are all terrorists.,What does terrorism mean?,350,1,terrorism',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000705T1,train,Muslims are all terrorists.,"And Christians are all racist slavers (but with a deep human quality)? Jews all dishonest bankers beginning all their sentences with ""about my life, the truth""? The Chinese all underpaid workers starting all their sentences with ""honorable foreigner""? All the Indians are switchboard operators prostrating themselves in front of cows? You live in a world that doesn't exist, wake up.","110.52600000000001, 52.632, 52.632, 52.632, 35.088, 35.088, 35.088, 35.088, 17.544, 17.544, 17.544, 17.544, 17.544, 17.544, 17.544, 17.544","1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1","deep human quality', 'front of cows', 'underpaid workers starting', 'dishonest bankers beginning', 'switchboard operators', 'racist slavers', 'honorable foreigner', 'chinese', 'prostrating', 'indians', 'sentences', 'jews', 'truth', 'life', 'christians', 'world'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000706T1,train,Muslims are all terrorists.,"And you, brave freedom fighters, risk your life to write this message, in complete disregard of the infinite dangers that lie ahead of you for having only dared to utter such words to those who are already, according to your accomplices, the secret masters of the world.","66.667, 46.667, 44.443999999999996, 44.443999999999996, 44.443999999999996, 44.443999999999996, 22.221999999999998, 22.221999999999998, 22.221999999999998","1, 1, 1, 1, 1, 1, 1, 1, 1","utter such words', 'complete disregard', 'freedom fighters', 'secret masters', 'infinite dangers', 'accomplices', 'message', 'life', 'world'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000707T1,train,Muslims are all terrorists.,"The last time a leader was so adamant about a minority in his country, he tried to physically exterminate them.","91.304, 43.478, 43.478, 43.478","1, 1, 1, 1","adamant', 'leader', 'minority', 'country'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000708T1,train,Muslims are all terrorists.,"I think tha if that were the case, we would not have the chance to say it.","105.0, 50.0","1, 1","tha', 'chance'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000709T1,train,Muslims are all terrorists.,The peace.,250,1,peace',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000711T1,train,Muslims are all terrorists.,A billion terrorists.,200,1,terrorists',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0018CN001369T1,train,"(responding to a terrorist attack :) still a Buddhist, and they want us to believe that Islam is a religion of peace and tolerance.",These people have not understood the message of Islam.,"700.0, 111.111","1, 1","message of islam', 'people'","religion of peace, tolerance, terrorist attack, islam, responding, buddhist","125.0, 87.5, 83.333, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1","responding, buddhist, terrorist attack, tolerance, religion of peace, islam",,
FRT1ST0022HS0018CN001370T1,train,"(responding to a terrorist attack :) still a Buddhist, and they want us to believe that Islam is a religion of peace and tolerance.",Those people who commit these acts are disoriented people.,"222.222, 111.111","1, 1","disoriented people', 'people'","religion of peace, tolerance, terrorist attack, islam, responding, buddhist","125.0, 87.5, 83.333, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1","responding, buddhist, terrorist attack, tolerance, religion of peace, islam",,
FRT1ST0022HS0018CN001371T1,train,"(responding to a terrorist attack :) still a Buddhist, and they want us to believe that Islam is a religion of peace and tolerance.",I dissociate myself from this act as a Muslim.,91,1,muslim',"religion of peace, tolerance, terrorist attack, islam, responding, buddhist","125.0, 87.5, 83.333, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1","responding, buddhist, terrorist attack, tolerance, religion of peace, islam",,
FRT1ST0022HS0018CN001372T1,train,"(responding to a terrorist attack :) still a Buddhist, and they want us to believe that Islam is a religion of peace and tolerance.","The message of Islam is peace, but those who practice it have misunderstood the message.","393.75, 131.25, 62.5","1, 1, 2001","message of islam', 'message', 'peace'","religion of peace, tolerance, terrorist attack, islam, responding, buddhist","125.0, 87.5, 83.333, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1","responding, buddhist, terrorist attack, tolerance, religion of peace, islam",,
FRT1ST0022HS0018CN001373T1,train,"(responding to a terrorist attack :) still a Buddhist, and they want us to believe that Islam is a religion of peace and tolerance.",Read for yourself and you will understand the Qur'an.,77,1,qur',"religion of peace, tolerance, terrorist attack, islam, responding, buddhist","125.0, 87.5, 83.333, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1","responding, buddhist, terrorist attack, tolerance, religion of peace, islam",,
FRT1ST0022HS0018CN001374T1,train,"(responding to a terrorist attack :) still a Buddhist, and they want us to believe that Islam is a religion of peace and tolerance.",Gandhi was not assassinated by a Muslim .,"111.111, 111.111","1, 1","gandhi', 'muslim'","religion of peace, tolerance, terrorist attack, islam, responding, buddhist","125.0, 87.5, 83.333, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1","responding, buddhist, terrorist attack, tolerance, religion of peace, islam",,
FRT1ST0023HS0019CN000288T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.","Nobody deserves to be discriminated against, regardless of his confession, sex or otherwise. Thank you.","50.0, 50.0","1, 1","sex', 'confession'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000289T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.",It is not the veil that subjects veiled women but tweets like these.,"230.769, 76.923, 76.923","1, 1, 2001","veil that subjects', 'tweets', 'women'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000290T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.",Muslim women are citizens like the others and they should not be discirminated against under no circumstances!,"117.647, 58.824, 58.824","1, 1, 2001","circumstances', 'citizens', 'muslim women'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000291T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.","You are not asked to love Muslim women, but to respect them and not to discriminate against them. Thank you.",91,1,muslim women',"muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000292T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.","Veiled women work as doctors, teachers, researchers, artists.","181.81799999999998, 90.90899999999999, 90.90899999999999, 90.90899999999999, 90.90899999999999","1, 1, 1, 1, 1","artists', 'researchers', 'veiled women', 'teachers', 'doctors'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000293T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.","I remind you that your tweet is an incitement to discrimination condemned by law, thanks if you do the necessary or we will be forced to use all legal means against you.","63.636, 63.636, 60.606, 30.303, 30.303","1, 1, 1, 1, 1","legal means', 'incitement', 'tweet', 'discrimination', 'law'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000294T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.","Quite surprisingly, this claims to know what Muslim women think.",182,1,muslim women',"muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000295T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.",From a presumed behavior you erect a rule that will block them even more?,"142.857, 71.429","1, 1","presumed behavior', 'rule'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000296T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.",What about agoraphobic people?,500,1,agoraphobic people',"muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000297T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.","These women respect the law and are not the only ones to have a particular dress (this is the case of others like the Christian sisters, some Jewish women, sighs, youth groups, .). No reason to point fingers or discriminate.","76.923, 51.282, 51.282, 51.282, 51.282, 51.282, 51.282, 25.641, 25.641, 25.641","1, 1, 1, 1, 1, 1, 1, 1, 1, 1","case of others', 'particular dress', 'christian sisters', 'youth groups', 'point fingers', 'sighs', 'jewish women', 'only ones', 'law', 'women'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000298T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.",The freedom to express one's religion is a fundamental freedom guaranteed by law and must not give rise to discrimination.,"150.0, 105.0, 100.0, 50.0, 50.0, 50.0","1, 1, 1, 1, 1, 1","fundamental freedom', '""one s religion""', 'rise', 'discrimination', 'freedom', 'law'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000299T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.",The choice of how to dress is a personal freedom and should not be a source of discrimination.,"370.588, 117.647, 58.824, 58.824","1, 1, 1, 1","source of discrimination', 'personal freedom', 'dress', 'choice'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000300T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.",These women do not break the law and have personal freedom. They are open to society. And there is no reason to block them or to discriminate them.,"66.667, 33.333, 33.333, 33.333","1, 1, 1, 1","personal freedom', 'law', 'society', 'women'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0019CN000301T1,train,"Muslim women are silent with their veil, it is normal that they are discriminated against.","As long as a person respects the law, he has the right to dress or undress in any way she wants.","41.667, 41.667, 41.667, 41.667","1, 1, 1, 1","undress', 'dress', 'law', 'person'","muslim women, veil, silent","125.0, 62.5, 62.5","1, 1, 1","silent, muslim women, veil",,
FRT1ST0023HS0029CN000302T1,train,The veiled women do not work. They are locked up at home.,#islamophobie. This is the climate of intolerance that pushes veiled women to take refuge at home.,"450.0, 214.28599999999997, 71.429","1, 1, 2001","climate of intolerance', 'refuge at home', 'women'","home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000303T1,train,The veiled women do not work. They are locked up at home.,"Assuming it was true, you would not see it and it would not be an argument.",111,1,argument',"home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000304T1,train,The veiled women do not work. They are locked up at home.,Are you their liaison officer?,400,1,liaison officer',"home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000305T1,train,The veiled women do not work. They are locked up at home.,Can you forward them an article on telecommuting?,375,1,article on telecommuting',"home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000306T1,train,The veiled women do not work. They are locked up at home.,Could you give me your data with the sources? Thank you very much.,"62.5, 62.5","1, 1","sources', 'data'","home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000307T1,train,The veiled women do not work. They are locked up at home.,It is better than a monastery!,125,1,monastery',"home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000308T1,train,The veiled women do not work. They are locked up at home.,"They have been confined by the government, bravo the freedom of women.","230.769, 161.53799999999998","1, 1","freedom of women', 'government'","home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000309T1,train,The veiled women do not work. They are locked up at home.,"Veiled women are at home, not because they are locked up, but because the system does everything to remove them from society.","83.333, 41.667, 41.667, 41.667","1, 1, 1, 1","system', 'veiled women', 'home', 'society'","home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000310T1,train,The veiled women do not work. They are locked up at home.,"Inquire: the 'Babilou' case, to name just one, was about a veiled assistant director.","105.26299999999999, 52.632, 52.632","1, 1, 2001","assistant director', 'babilou', 'inquire'","home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000311T1,train,The veiled women do not work. They are locked up at home.,Housewives is not a dirty word!,"333.333, 166.667","1, 1","dirty word', 'housewives'","home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000312T1,train,The veiled women do not work. They are locked up at home.,Accept me with my veil.,143,1,veil',"home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000314T1,train,The veiled women do not work. They are locked up at home.,Allow them to work with the veil then.,100,1,veil',"home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000315T1,train,The veiled women do not work. They are locked up at home.,"Veiled women are very active, for example in associations.","333.333, 222.222, 111.111","1, 1, 2001","example in associations', 'active', 'veiled women'","home, women","66.667, 66.667","1, 1","home, women",,
FRT1ST0023HS0029CN000316T1,train,The veiled women do not work. They are locked up at home.,Some women work. Others not. Veiled women are women. Some work. Others not.,"117.647, 117.647, 58.824","2, 1, 2001","veiled women', 'work', 'women'","home, women","66.667, 66.667","1, 1","home, women",,
